,Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
2368,The Diviners,Libba Bray,4.4,436.0,1206.0,886,Historical Fiction for Teens,1094.0,audie award nominee best teen category,2
2369,Young Men and Fire,Norman Maclean,4.4,198.0,668.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2370,"Wicca for Beginners: A Guide to Wiccan Beliefs, Rituals, Magic, and Witchcraft",Lisa Chamberlain,4.7,1227.0,233.0,4,Spirituality (Audible Audiobooks & Originals),151.0,everything need know start wiccan journey,2
2371,Don't Keep Silent,Elizabeth Goddard,4.6,16.0,938.0,29,Romantic Suspense (Audible Audiobooks & Originals),637.0,investigative reporter rae burke anything find missing even mean facing liam mckade man almost lost life saving a former dea agent liam thought could find peace wyoming ranch feel home anywhere anymore,2
2372,The Priory of the Orange Tree,Samantha Shannon,4.5,1281.0,1138.0,4,Epic Fantasy,1552.0,a world divided a queendom without heir an ancient enemy awakens,2
2373,Liespotting: Proven Techniques to Detect Deception,Pamela Meyer,4.2,398.0,703.0,4,"Words, Language & Grammar (Audible Audiobooks & Originals)",373.0,people friend family member work colleague salesperson lie u time daily hourly constantly none u immune u victim according study several different researcher u encounter nearly lie day now something liespotting link three discipline facial recognition training interrogation training comprehensive survey research field specialized body information developed specifically help business leader detect deception get information need successfully conduct important interaction transaction,2
2374,Your Money and Your Brain: How the New Science of Neuroeconomics Can Help Make You Rich,Jason Zweig,4.3,106.0,586.0,4,Personal Success,699.0,what happens inside brain think money quite lot actually good financial health in your money your brain jason zweig explains smart people make stupid financial decision avoid mistake zweig veteran financial journalist draw latest research neuroeconomics fascinating new discipline combine psychology neuroscience economics better understand financial decision making he show often misunderstand risk tend overconfident investment decision your money your brain offer radical new insight investing show investor take control battlefield reason emotion,2
2375,50 Psychology Classics,Tom Butler-Bowdon,4.4,133.0,703.0,4,Sociology (Audible Audiobooks & Originals),744.0,who think here insight inspiration key book including work sigmund freud malcolm gladwell daniel goleman karen horney carl jung alfred kinsey laing jean piaget martin seligman oliver sack gail sheehy bf skinner,2
2376,"30 Days - Change Your Habits, Change Your Life: A Couple of Simple Steps Every Day to Create the Life You Want",Marc Reklau,4.4,444.0,340.0,4,Analysis & Strategy,252.0,have ever asked people seem get everything easily others,2
2377,The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,4.4,461.0,703.0,4,Business Decision Making & Problem Solving,559.0,the rise fall favorite movie star reviled ceo fact destiny reflects chance much planning innate ability even roger mari beat babe ruth single season record likelihood great lucky,2
2378,A Stranger in the Mirror,Sidney Sheldon,4.3,161.0,702.0,8,Contemporary Fiction (Books),439.0,toby temple superstar world funniest man he get woman want superstar image lonely man,2
2379,Speak Business English Like an American: Learn the Idioms & Expressions You Need to Succeed on the Job!,Amy Gillett,4.5,76.0,305.0,4,Language Learning & Teaching,47.0,be effective job communicate like native speaker english american english speaker use many phrase expression job if know expression left conversation you nothing make feel much like foreigner speak business english like american help speak business english like american quickly confidently you hear idiom expression used everyday speech american workplace,2
2380,"The Complete Novels : Sense and Sensibility, Pride and Prejudice, Mansfield Park, Emma, Northanger Abbey and Persuasion",Jane Austen,4.6,828.0,1003.0,753,"English, Irish, Scottish & Welsh Literature",4862.0,novel jane austen reminded matter much world change human nature never alison larkin,2
2381,Men Explain Things to Me,Rebecca Solnit,4.5,741.0,417.0,3,Textbooks & Study Guides,167.0,rebecca solnit essay explain thing me become touchstone feminist movement inspired term established solnit one leading feminist thinker time one inspired everyone radical activist beyonce knowles,2
2382,On the Road,Matt Dillon,4.3,1547.0,721.0,625,Literary Fiction,615.0,sal paradise young innocent join hero dean moriarty traveller mystic living epitome beat breathless exuberant ride back forth across united state their hedonistic search release fulfilment drink sex drug jazz becomes exploration personal freedom test limit american dream,2
2383,Whole: Rethinking the Science of Nutrition,T. Colin Campbell PhD/PhD,4.6,916.0,702.0,3,Personal Development & Self-Help,669.0,what happens eat apple the answer vastly complex imagine,2
2384,The Phoenix,Sidney Sheldon,4.0,276.0,8735.0,4,Urban Fiction,850.0,the new york time author,2
2385,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,4.7,842.0,820.0,1,Textbooks & Study Guides,875.0,in the greatest show earth richard dawkins take creationists including follower design question fact evolution natural selection,2
2386,The Screwtape Letters,C.S. Lewis,4.7,3871.0,421.0,2,Classic Literature,216.0,the screwtape letter engaging account temptation triumph ever written,2
2387,Seabiscuit: Three Men and a Racehorse,Laura Hillenbrand,4.7,1002.0,721.0,4,History (Audible Audiobooks & Originals),793.0,winner william hill sport book year award basis major film adaptation seabiscuit true story three men dream one racehorse a story symbolises pivotal moment u history modern america born crucible depression new century greatest nation found courage bet win odds,2
2388,Bad Pharma: How Drug Companies Mislead Doctors and Harm Patients,Ben Goldacre,4.6,587.0,660.0,4,Healthy Living & Wellness,767.0,shortlisted popular book year specsavers national book award,2
2389,"Porn Addiction Hypnosis: Break the Hold Porn Has On You, Using Hypnosis",Hypnosis Live,4.5,268.5,493.0,4,Personal Development & Self-Help,41.0,porn addiction break hold porn ha on you using hypnosis,2
2390,The Google Story,David A. Vise,4.2,90.0,797.0,2,"Sciences, Technology & Medicine (Books)",621.0,the inside story hottest business medium technology success time,2
2391,Currency Wars: The Making of the Next Global Crises,James Rickards,4.5,773.0,738.0,4,Textbooks & Study Guides,592.0,in president nixon imposed national price control took united state gold standard extreme measure intended end ongoing currency war destroyed faith dollar today engaged new currency war time consequence far worse confronted nixon currency war one destructive feared outcome international economics at best offer sorry spectacle country stealing growth trading partner at worst degenerate sequential bout inflation recession retaliation sometimes actual violence left unchecked next currency war could lead crisis worse panic war happened last century always end badly time paper currency collapsed asset frozen gold confiscated capital control imposed and next crash overdue recent headline debasement dollar bailouts greece ireland chinese currency manipulation indicator growing james rickards argues currency war concern economist investor the united state facing serious threat national security clandestine gold purchase china hidden agenda sovereign wealth fund greater single threat real danger collapse dollar many observer rank failure economist foresee prevent economic catastrophe recent year not theory failed prevent calamity making currency war worse the federal reserve engaged greatest gamble history finance sustained effort stimulate economy printing money scale it solution present hidden new danger resolving none current dilemma while outcome new currency war yet certain version scenario almost inevitable world economic leader fail learn mistake predecessor,2
2392,Blindness,Jose Saramago,4.1,553.0,702.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2393,Your Dreams Are Mine Now,Ravinder Singh,4.2,1038.0,754.0,4,Romance (Books),550.0,it love think immediately heart protest,2
2394,Learn Arabic - Word Power 101: Absolute Beginner Arabic #1,Innovative Language Learning,5.0,1.0,0.0,63,Language Learning,48.0,master arabic learn arabic word power this audiobook completely new way learn arabic vocabulary fast free start speaking arabic minute powerful learning method master book,2
2395,Philosophers: Their Lives and Works,Simon Blackburn,4.4,35.0,888.0,4,Society & Culture (Books),1094.0,an illuminating celebration world important thinker audiobook explores fascinating story life love pioneering idea,2
2396,Why Jesus?: Rediscovering His Truth in an Age of Mass-Marketed Spirituality,Ravi Zacharias,4.7,330.0,500.0,4,Christian Apologetics,537.0,the author belief past forty year movement like new age spirituality society obsession human potential combined like perfect storm redefine popular culture century classic biblical definition person work teaching jesus christ,2
2397,Why Jesus?: Rediscovering His Truth in an Age of Mass-Marketed Spirituality,Ravi Zacharias,4.7,330.0,500.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2398,The Feminism Book,DK,4.6,74.0,1093.0,4,Women's Studies,973.0,exploring important idea organisation event defined feminist movement essential introduction feminism,2
2399,The Feminism Book,DK,4.6,74.0,1093.0,-1,,486.5,exploring important idea organisation event defined feminist movement essential introduction feminism,2
2400,"The Fever Code: The Maze Runner, Book 5",James Dashner,4.7,974.0,721.0,4,Children's Literature & Fiction (Books),597.0,the next installment dashner the maze runner trilogy internationally acclaimed blockbuster ca wait also available audible james dasnher mortality doctrine series,2
2401,The Tao of Pooh,Benjamin Hoff,4.6,952.0,469.0,4,Philosophy (Audible Audiobooks & Originals),166.0,audie award winner personal development,2
2402,The Tao of Pooh,Benjamin Hoff,4.6,952.0,469.0,-1,,486.5,audie award winner personal development,2
2403,All About Drones,Tracy Abell,5.0,3.0,93.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2404,Radical Acceptance: Awakening the Love That Heals Fear and Shame,Tara Brach,4.6,161.0,1063.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2405,"Illuminae: The Illuminae Files, Book 1",Amie Kaufman,4.6,951.0,721.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2406,Peak: The New Science of Athletic Performance that Is Revolutionizing Sports,Dr. Marc Bubbs,4.7,90.0,836.0,4,"Diets, Nutrition & Healthy Eating",827.0,there new revolution happening sport athlete basing success combination health nutrition training recovery mindset unfortunately technique expert phd academic institution professional performance staff follow stark contrast many athlete actually practice when combined noise social medium tradition difficult separate fact fiction,2
2407,Peak: The New Science of Athletic Performance that Is Revolutionizing Sports,Dr. Marc Bubbs,4.7,90.0,836.0,-1,,486.5,there new revolution happening sport athlete basing success combination health nutrition training recovery mindset unfortunately technique expert phd academic institution professional performance staff follow stark contrast many athlete actually practice when combined noise social medium tradition difficult separate fact fiction,2
2408,The Universe Always Has a Plan: The 10 Golden Rules of Letting Go,Matt Kahn,4.8,204.0,539.0,4,"Mind, Body & Spirit",197.0,do feel insatiable drive fulfill mission greater to reacquainted desire follow excitement passion inspiration playfulness have reached turning point reality,2
2409,Everybody Writes: Your Go-To Guide to Creating Ridiculously Good Content,Ann Handley,4.5,268.5,668.0,419,Analysis & Strategy,524.0,finally guide creating publishing kind content make business thrive everybody writes guide attracting retaining customer stellar online communication world every one u fact writer if web site publisher if social medium marketing and mean relying word carry marketing message we writer yeah care writing anymore in world dominated short snappy headline twitter stream instagram feed gifs video snapchat yolo lol tbt idea focusing writing seem pedantic ordinary actually writing matter less our online word currency tell customer our writing make u look smart make u look stupid it make u seem fun warm competent trustworthy but also make u seem humdrum discombobulated boring that mean got choose word well write economy style honest empathy customer and mean put new value skill content marketing how write tell true story really really well so able communicate well writing nice necessity and also cornerstone nearly content marketing,2
2410,The Power of Awareness,Neville Goddard,4.7,752.0,164.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2411,A Passage to India,E. M. Forster,4.2,463.0,759.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2412,A Passage to India,E. M. Forster,4.2,463.0,759.0,4,Contemporary Fiction (Books),663.0,exclusively audible,1
2413,Our Final Invention: Artificial Intelligence and the End of the Human Era,James Barrat,4.2,440.0,668.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2414,Conversational Intelligence: How Great Leaders Build Trust & Get Extraordinary Results,Judith E. Glaser,4.4,254.0,703.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2415,The Origins of Totalitarianism,Hannah Arendt,4.5,325.0,1338.0,4,Political Philosophy,1403.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,1
2416,"The Laws of Simplicity: Design, Technology, Business, LifeDesign, Technology, Business, Life",John Maeda,4.1,110.0,469.0,4,Business Careers,164.0,finally learning simplicity equal sanity we rebelling technology complicated dvd player many menu software accompanied read manual the ipod clean gadgetry made simplicity hip but sometimes ﬁnd caught simplicity paradox want something simple easy use also complex thing might ever want in the law simplicity john maeda offer ten law balancing simplicity complexity business technology design guideline needing less actually getting maeda professor mit medium lab graphic designer explores question redeﬁne notion improved always mean something something added maeda ﬁrst law simplicity reduce it necessarily beneﬁcial add technology feature and feature must organized law sensible hierarchy user distracted feature function need but simplicity less sake less skip ahead law failure some thing never made maeda concise guide simplicity digital age show u idea cornerstone organization product drive business technology we learn simplify without sacriﬁcing comfort meaning achieve balance described law this law maeda call one tell u simplicity subtracting obvious adding meaningful,2
2417,The Responsible Company: What We've Learned from Patagonia's First 40 Years,Yvon Chouinard,4.6,82.0,234.0,4,Entrepreneurship (Audible Audiobooks & Originals),173.0,patagonia named fortune coolest company planet earned reputation much environmental social practice quality clothes in exceptionally frank account chouinard stanley recount company culture gained confidence step misstep make work progressively responsible ultimately share discovery company large small corner bakery,2
2418,On the Origin of Species: By Means of Natural Selection,Charles Darwin,4.4,134.0,2274.0,4,Biology Books,965.0,on origin specie charles darwin work scientific literature considered foundation evolutionary biology the book introduced theory population evolve course generation process natural selection backed body evidence diversity life arose common descent branching pattern evolution the evidence gathered beagle expedition author subsequent finding research correspondence experimentation darwin theory specie derive specie gradual evolutionary process average level specie heightened survival fittest stirred controversy opposition darwin concept evolutionary adaptation natural selection become unifying concept life science,2
2419,"Long Road to Mercy: Atlee Pine, Book 1",David Baldacci,4.3,3892.0,323.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2420,"Long Road to Mercy: Atlee Pine, Book 1",David Baldacci,4.3,3892.0,323.0,4,Crime Thrillers,669.0,her name atlee pine latest creation author david baldacci she unstoppable tenacity always fighter unwilling cede ground she endured real nightmare emotional physical scar show and got long became adult,2
2421,The Notebook,Kate Nelligan,4.6,2400.0,469.0,-1,,486.5,with echo the bridge madison county tale explores enduring power love year face adversity,2
2422,"It's Not Luck: Marketing, Production, and the Theory of Constraints",Eliyahu M. Goldratt,4.5,129.0,820.0,1,Business & Economics,510.0,using unique format it not luck continues story the goal protagonist alex rogo navigates new set challenge facing unico risen rank division manager,2
2423,The Secret Door to Success,Florence Scovel Shinn,4.6,120.0,335.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2424,How to Study: 25th Anniversary Edition,Ron Fry,4.4,38.0,703.0,1,Time Management & Productivity,404.0,how study reveals study skill student need know successful whether goal landing top scholarship excelling school preparing return school this edition includes information create effective work environment stand class conduct research online much fry also cover traditional element winning study strategy reading writing time management memory skill,2
2425,The Strategy of Conflict,Thomas C. Schelling,4.2,32.0,668.0,-1,",            5 star,          ,            ,              60%,            ,",562.0,a series closely interrelated essay game theory book deal area progress least satisfactory situation common interest well conflict adversary negotiation war threat war criminal deterrence extortion tacit bargaining it proposes enlightening similarity instance maneuvering limited war traffic jam deterring russian one child modern strategy terror ancient institution hostage,2
2426,It's Your Ship: Management Techniques from the Best Damn Ship in the Navy,D. Michael Abrashoff,4.7,999.0,469.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2427,The Ultimate Les Brown Library: The Les Brown Story,Les Brown,4.5,268.5,2008.0,4,Personal Development & Self-Help,647.0,le brown dynamic personality resource business professional circle fortune ceo small business owner community leader sector society looking expand opportunity for three decade studied science achievement mastered interviewing hundred successful business leader collaborating boardroom translating theory result client,2
2428,Blessed in the Darkness: How All Things Are Working for Your Good,Joel Osteen,4.8,449.0,500.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2429,"Ghost Wars: The Secret History of the CIA, Afghanistan, and bin Laden, from the Soviet Invasion to September 10, 2001",Steve Coll,4.6,458.0,879.0,4,Terrorism,1606.0,pulitzer prize general nonfiction,2
2430,HBR's 10 Must Reads for CEOs,Harvard Business Review,4.7,19.0,586.0,2,Leadership,523.0,a ceo set vision strategy tone organization,2
2431,Ikigai: Los secretos de Japón para una vida larga y feliz,Héctor García,4.4,280.0,501.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2432,The Courage to Be Happy: True Contentment Is Within Your Power,Ichiro Kishimi,4.6,168.0,569.0,2,Personal Success,370.0,the sequel international phenomenon the courage be disliked,2
2433,The Richest Man in Babylon...In Action: Based on the All-Time Classic Book by George S. Clason,Nightingale Conanat Learning System,4.5,268.5,1439.0,4,Personal Development & Self-Help,377.0,principle proven year,2
2434,How to Use a Journal,Jim Rohn,4.5,268.5,163.0,-1,",          5 star,        ,          (0%),        ,          ,            0%,          ,",50.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,1
2435,From Impossible to Inevitable: How SaaS and Other Hyper-Growth Companies Create Predictable Revenue: 2nd Edition,Aaron Ross,4.4,29.0,586.0,4,Marketing (Audible Audiobooks & Originals),672.0,why struggling grow business everyone else seems crushing goal if needed triple revenue within next three year would know exactly doubling size business tripling even growing time larger magic it privilege luck working harder there template world company follow achieve sustain much much faster growth,2
2436,No Matter What!: 9 Steps to Living the Life You Love,Lisa Nichols,4.7,353.0,500.0,4,Personal Development & Self-Help,529.0,million people trying live the secret law attraction truth wo work unless strengthened muscle your muscle give strength agility need navigate life speed program no matter what outline step muscle include confidence muscle muscle honesty out loud muscle forgiveness muscle tell use achieve happiness success by developing toning muscle critical point life lisa nichols found power become authentic self achieve everything dared hope,2
2437,Artificial Intelligence for Dummies,John Mueller,4.3,89.0,703.0,4,Textbooks & Study Guides,812.0,step future ai,2
2438,Diktate - hören - schreiben - korrigieren: Deutsch üben,Werner Heidemann,5.0,1.0,837.0,4,Language Learning & Teaching,144.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,1
2439,"15 Secrets Successful People Know About Time Management: The Productivity Habits of 7 Billionaires, 13 Olympic Athletes, 29 Straight-A Students, and 239 Entrepreneurs",Kevin Kruse,4.5,465.0,501.0,4,Personal Success,190.0,new york time author kevin kruse present remarkable finding study ultraproductive people based survey research interview billionaire olympic athlete student entrepreneur including mark cuban kevin harrington james altucher john lee duma pat flynn grant cardone lewis howe kruse answer question what secret extreme productivity,2
2440,"99 Thoughts on Ganesha: Stories, Symbols and Rituals of India’s Beloved Elephant-Headed Deity",Devdutt Pattanaik,4.3,101.0,233.0,4,Hinduism (Books),147.0,in game cricket scored run stand poised threshold much coveted century experience moment best associated ganesha fear uncertainty envelope achievement stand hurdle real imaginary possible spin bowler overwhelm anxiety paralyze cheering fan distract he need divine intervention he need focus get rid hurdle perform get final run achieve longs in word need think ganapati,2
2441,The Time Traveler's Wife,Audrey Niffenegger,4.4,1561.0,937.0,2,Literary Fiction,1058.0,clare henry story unfolds point view depicting effect time travel marriage passionate love they attempt live normal life pursuing familiar goal steady job good friend child all threatened something neither prevent control making story intensely moving entirely unforgettable,2
2442,Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.7,1598.0,754.0,4,Historical Fiction (Audible Audiobooks & Originals),375.0,inspired stone intrigued lore sparta author steven pressfield brilliantly combined scholarship storytelling narrated sole survivor epic battle squire spartan heavy infantry gate fire mesmerizing depiction one man indoctrination spartan way life death legendary men woman gave culture immortal gravity culminating electrifying horrifying epic battle gate fire weave history mystery heartbreaking romance literary tale brings homeric tradition century,2
2443,"The Four Graces: Miss Buncle, Book 4",D. E. Stevenson,4.5,97.0,706.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2444,The Protestant Ethic and the Spirit of Capitalism,Max Weber,3.5,130.0,702.0,4,Economic History (Audible Audiobooks & Originals),317.0,max weber controversial work the protestant ethic spirit capitalism first published remains day powerful fascinating weber highly accessible style one many reason continuing popularity the book contends protestant ethic made possible encouraged development capitalism west widely considered informed work ever written social effect advanced capitalism the protestant ethic spirit capitalism hold one significant book century the book one rare work scholarship informed citizen afford ignore,2
2445,"Healing Through the Dark Emotions: The Wisdom of Grief, Fear, and Despair",Miriam Greenspan,4.6,86.0,703.0,4,Psychology (Audible Audiobooks & Originals),776.0,we touched point dark emotion grief fear despair in age global threat emotion become widespread overwhelming while conventional wisdom warns u harmful effect negative emotion revolutionary book offer hopeful view redemptive power worst feeling seasoned psychotherapist miriam greenspan argues avoidance denial dark emotion result escalating psychological disorder time depression anxiety addiction psychic numbing irrational violence and show u trust wisdom dark emotion guide heal transform life world,2
2446,"She Broke Up, I Didn't",Durjoy Datta,4.2,128.0,703.0,1,Romance (Books),328.0,deb absolutely crazily love stunning avantika he believe their relationship going great except one time deb faltered breaching trust after apologized avantika grudgingly accepted back however insecurity seems pushing infidelity the trust worked hard build lost will avantika take back time move,2
2447,Nine Lies About Work: A Freethinking Leader's Guide to the Real World,Marcus Buckingham,4.6,223.0,703.0,4,Business Management,533.0,your organization culture key success strategic planning essential people competency measured weakness shored people crave feedback,2
2448,NASB Complete Audio Bible,Steven B. Stevens,4.6,3.0,694.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2449,Jeet Ke Mantra [Mantras of Victory]: Safalta Ke Rahasya [Secret of Success],Pushpesh Pant,2.4,3.0,233.0,2,Personal Development & Self-Help,77.0,what take become great leader is possible acquire leadership trait true leader born made,2
2450,"Magnificent Delusions: Pakistan, the United States, and an Epic History of Misunderstanding",Husain Haqqani,4.6,122.0,632.0,1,Middle Eastern History (Audible Audiobooks & Originals),863.0,a history describes bizarrely alliance america pakistan written uniquely insightful participant pakistan former ambassador u,2
2451,Kaanch Ke Shamiyane (Hindi Edition),Rashmi Ravija,4.2,17.0,668.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2452,Falling in Love Again: Stories of Love and Romance,Ruskin Bond,4.2,114.0,668.0,4,Contemporary Fiction (Books),332.0,once i saw leaning balcony railing i stopped taxi waved she waved back smiling like sun breaking cloud,2
2453,English Grammar Master - New Edition - Grammar Tenses / Grammar Practice. For Intermediate / Advanced Learners at Proficiency Level B1-C1: Listen & Learn,Dorota Guzik,4.5,268.5,602.0,4,Language Learning & Teaching,355.0,do want master grammar order speak write english without error learn english grammar master course gradually teach important tense grammatical form necessary communication english language why worth choosing english grammar master grammar tense grammar practice new edition course in order improve style expression enough know rule grammar it also important understand difference us tense know situation given form used then enough simply apply knowledge practice precisely find course this easy effective learning everyone,2
2454,"The Mindbody Prescription: Healing the Body, Healing the Pain",John E. Sarno M.D.,4.5,870.0,500.0,2,Business Sales,424.0,john sarno healing back pain new york time best seller helped reader continuing research since book renowned physician present complete work yet vital connection mental bodily health,2
2455,Michael Jordan: The Life,Roland Lazenby,4.6,525.0,500.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2456,Understanding the Mysteries of Human Behavior,Mark Leary,4.5,268.5,1171.0,1,Textbooks & Study Guides,731.0,every day life spent surrounded mystery involve appear rather ordinary human behavior what make happy where personality come why trouble controlling certain behavior why behave differently adult adolescent,2
2457,Instagram Marketing: Social Media Marketing Made Simple: Secrets and Hacks for Growing and Monetizing Your Instagram Account Driving Thousands of Followers: Instagram Advertising and Personal Branding,Dan Moore,4.5,268.5,668.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2458,Instagram Marketing: Social Media Marketing Made Simple: Secrets and Hacks for Growing and Monetizing Your Instagram Account Driving Thousands of Followers: Instagram Advertising and Personal Branding,Dan Moore,4.5,268.5,668.0,11,Business & Economics,358.0,need grow social medium do want learn market instagram account build brand awareness,2
2459,Bitter Lemons of Cyprus,Andrew Sachs,4.4,137.0,569.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2460,"The Long Haul: Diary of a Wimpy Kid, Book 9",Jeff Kinney,4.6,5959.0,410.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2461,The Hypnosis Collection - Law of Attraction: Four Complete Life-Changing Hypnosis Programs for Manifesting Mastery,Inspire3 Hypnosis,4.5,268.5,3037.0,4,Personal Development & Self-Help,220.0,how would feel able attract want life you manifest love wealth happiness success discover attraction technique really work today,2
2462,A Girl to Remember,Ajay K Pandey,4.5,1191.0,668.0,4,Romance (Books),362.0,in every angel demon hide and every demon angel stride,2
2463,The Beginning of Infinity: Explanations That Transform the World,David Deutsch,4.6,254.0,984.0,2,Physics (Audible Audiobooks & Originals),1200.0,a bold exploration nature progress knowledge one today great thinker throughout history mankind struggled understand life mystery mundane seemingly miraculous in important new book david deutsch pioneer field quantum computation argues explanation fundamental place universe they unlimited scope power cause change quest improve basic regulating principle science successful human endeavor this stream ever improving explanation infinite reach according deutsch subject law physic impose upper boundary eventually understand control achieve in previous book the fabric reality deutsch describe four deepest strand existing theory evolution quantum physic knowledge jointly reveal unified fabric reality in new book applies worldview wide range issue unsolved problem creativity free origin future human specie,2
2464,Deep Medicine: How Artificial Intelligence Can Make Healthcare Human Again,Eric Topol,4.5,201.0,938.0,4,Biotechnology,666.0,one america top doctor reveals ai empower physician revolutionize patient care,2
2465,"The Ugly Truth: Diary of a Wimpy Kid, Book 5",Jeff Kinney,4.7,3248.0,410.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2466,"Rendezvous with Rama: Rama Series, Book 1",Arthur C. Clarke,4.5,949.0,569.0,1,Fantasy (Books),441.0,this audiobook new narrator new product uploaded june please note written review prior date refer different narrator,2
2467,"Brisingr: The Inheritance Cycle, Book 3",Christopher Paolini,4.7,1749.0,1093.0,-1,,486.5,following colossal battle empire warrior eragon saphira narrowly escaped life but awaits rider dragon eragon find bound promise may able keep including oath cousin roran help rescue beloved katrina when unrest claim rebel danger strike eragon must make choice take across empire beyond choice may lead unimagined sacrifice,2
2468,Em and the Big Hoom,Jerry Pinto,4.5,142.0,668.0,4,Literary Fiction,368.0,the devastatingly original debut novel winner prize fiction,2
2469,The Real Business of Blockchain: How Leaders Can Create Value in a New Digital Age,David Furlonger,4.4,17.0,586.0,4,Commerce,465.0,blockchain transforming business what strategy organization australian stock exchange equinor city austin dozen others exploring blockchain transform way create seek value whether streamline process create trade new asset leverage artificial intelligence internet thing blockchain enables entirely new business opportunity,2
2470,No Logo,Naomi Klein,2.9,2.0,820.0,4,Commerce,1111.0,penguin present no logo naomi klein read nicola barber,3
2471,A House Without Windows: A Novel,Nadia Hashimi,4.5,323.0,14334.0,4,World Literature (Audible Audiobooks & Originals),939.0,a vivid unforgettable story unlikely sisterhood emotionally powerful haunting tale friendship illuminates plight woman traditional culture author the pearl that broke it shell when moon is low,2
2472,Forex Trading: The Bible: 5 Books in 1: The Beginners Guide + The Crash Course + The Best Techniques + Tips & Tricks + The Advanced Guide to Quickly Start and Make Immediate Cash with Forex Trading,Samuel Rees,3.7,25.0,668.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2473,Forex Trading: The Bible: 5 Books in 1: The Beginners Guide + The Crash Course + The Best Techniques + Tips & Tricks + The Advanced Guide to Quickly Start and Make Immediate Cash with Forex Trading,Samuel Rees,3.7,25.0,668.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2474,Olive Kitteridge: Fiction,Elizabeth Strout,4.3,3386.0,1131.0,-1,,486.5,oops it rush hour traffic piling page please try short trying place order processed time go home page continue shopping,4
2475,Camp Jupiter Classified: A Probatio's Journal,Rick Riordan,4.8,208.0,615.0,4,Fantasy & Magic for Children,91.0,brought penguin,1
2476,Yoga Nidra: The Art of Transformational Sleep,Kamini Desai PhD,4.7,68.0,703.0,4,Meditation (Books),917.0,yoga nidra master key initiating shift conscious sleep state change happens outside in yoga nidra enter state transformation happens beyond mind rather mind in highly regenerative meditative state restore rejuvenate body heal recover illness rewire brain greater mental emotional balance resiliency,2
2477,The Georgette Heyer BBC Radio Drama Collection: Four Full-Cast Dramatisations,Georgette Heyer,4.5,268.5,888.0,5,Romance (Books),380.0,bbc radio adaptation three georgette heyer sparkling regency romance classic comedy thriller,2
2478,The Andromeda Strain,Michael Crichton,4.3,650.0,670.0,-1,,486.5,sorry need make sure robot for best result please make sure browser accepting cooky,0
2479,Ah This!: Talks on Zen,Osho,5.0,3.0,351.0,-1,",            5 star,          ,            ,              100%,            ,",793.0,if interested knowing take inner journey find soul read,2
2480,The Death of Mrs Westaway,Ruth Ware,4.4,1311.0,888.0,2,Suspense,854.0,random house present audiobook edition the death mr westaway ruth ware,3
