Book Name,Author,Description,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes)
Rapunzel and Other Stories,Tamsin Greig,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,2.0,140.0,-1,,486.5
You Don't Have to Be Blind to See,Jim Stovall,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.8,10.0,469.0,-1,,486.5
Synchrodestiny: Discover the Power of Meaningful Coincidence to Manifest Abundance in Your Life,Deepak Chopra,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,1774.0,-1,,486.5
"The Amazing Maurice and His Educated Rodents: Discworld, Book 28 (Discworld Childrens Book 1)",Terry Pratchett,"Rats! They're everywhere: in the breadbins, dancing across tabletops, stealing pies from under the cooks' noses. So what does every town need? A good piper to lure them away.  ",4.7,473.0,683.0,-1,,486.5
Not Just an Accountant: The Diary of the Nation's Conscience Keeper,Vinod Rai,"Not Just an Accountant is an incisive, no-holds-barred account of India's 11th comptroller and auditor general and a symbol of the anti-corruption movement, Vinod Rai. ",4.4,235.0,668.0,-1,,486.5
Superfast Primetime Ultimate Nation,Adam Roberts,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,268.5,721.0,-1,,486.5
The Truth about Me: A Hijra Life Story,Sanjiv Jhaveri,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,52.0,836.0,-1,,486.5
A Simple Formula for Extraordinary Relationships,Robin Sharma,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,268.5,468.0,-1,,486.5
The Heatwave,Kate Riordan,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,117.0,888.0,-1,,486.5
Parenting from the Inside Out: How a Deeper Self-Understanding Can Help You Raise Children Who Thrive,Daniel J. Siegel,"""Dan Siegel and Mary Hartzell have quite deftly managed to translate highly complex neuroscientific and psychological matters into lay strategies for effective parenting."" (Marilyn B. Benoit, M.D., former president, American Academy of Child & Adolescent Psychiatry). ",4.4,42.0,670.0,-1,,486.5
The Radiance of a Thousand Suns,Manreet Sodhi Someshwar,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,18.0,836.0,-1,,486.5
The Power of Favor: The Force That Will Take You Where You Can't Go on Your Own,Joel Osteen,Learn how declaring God's love will bless you with favor and fulfillment in this uplifting book - perfect for anyone who is determined to find success and spiritual inspiration. ,4.8,644.0,500.0,-1,,486.5
AlphaBrain: How a Group of Iconoclasts Are Using Cognitive Science to Advance the Business of Alpha Generation,Stephen Duneier,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,17.0,586.0,-1,,486.5
Superman: Dawnbreaker,Matt de la Peña,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,136.0,683.0,-1,,486.5
The Kind Worth Killing,Peter Swanson,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,2647.0,793.0,-1,,486.5
The Dao of Capital: Austrian Investing in a Distorted World,Mark Spitznagel,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.2,146.0,836.0,-1,,486.5
Ladies Coupe,Anita Nair,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.3,89.0,836.0,-1,,486.5
"Deep Sleep with Medical Hypnosis: Find Restful, Restorative Sleep - Naturally",Steven Gurgevich Ph.D.,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",3.6,58.0,468.0,-1,,486.5
The Beauty Myth: How Images of Beauty Are Used Against Women,Naomi Wolf,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,307.0,836.0,-1,,486.5
Something Blue,Emily Giffin,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,759.0,820.0,-1,,486.5
101 Power Thoughts,Louise L. Hay,"Sample Thought: I CAN RELEASE THE PAST AND FORGIVE EVERYONE. I free myself and everyone in my life from old, past hurts. They are free and I am free to move into new, glorious experiences.",4.4,173.0,257.0,-1,,486.5
"The Achievement Habit: Stop Wishing, Start Doing, and Take Command of Your Life",Bernard Roth,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,223.0,10378.0,-1,,486.5
The Resonance Effect: How Frequency Specific Microcurrent Is Changing Medicine,Carolyn McMakin,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.7,111.0,1254.0,-1,,486.5
Yajnaseni: The Story of Draupadi,Pratibha Ray,"The story of Draupadi, one of the most fascinating characters in the Mahabharata. ",4.2,116.0,1003.0,2,"Crime, Thriller & Mystery (Books)",1189.0
The Middle Length Discourses of the Buddha: A Translation of the Majjhima Nikāya,Bhikkhu Ñānamoli,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.9,160.0,1898.0,-1,,486.5
Jonathan Strange & Mr. Norrell,Simon Prebble,"Shortlisted for Audible's Listen of the Year, 2006. ",4.2,1564.0,1138.0,-1,,486.5
Jonathan Strange & Mr. Norrell,Simon Prebble,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,1564.0,1138.0,-1,,486.5
"War and Peace, Volume 2",Leo Tolstoy,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,1172.0,-1,,486.5
"War and Peace, Volume 2",Leo Tolstoy,"War and Peace is one of the greatest monuments in world literature. Set against the dramatic backdrop of the Napoleonic Wars, it examines the relationship between the individual and the relentless march of history. Here are the universal themes of love and hate, ambition and despair, youth and age, expressed with a swirling vitality which makes the book as accessible today as it was when it was first published in 1869.",4.5,268.5,1172.0,-1,,486.5
"Keto Diet for Beginners: The 2020’s Definitive Guide to Ketogenic Diet for Weight Loss, Healing Body, and a Healthy Lifestyle. A Step by Step Guide to Low Carb and High Fat, Quick and Easy for Tasty Food!",Rose Smith,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,668.0,-1,,486.5
Powerful Teaching: Unleash the Science of Learning,Pooja K. Agarwal,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.8,150.0,586.0,-1,,486.5
Create Your Future the Peter Drucker Way: Developing and Applying a Forward-Focused Mindset,Bruce Rosenstein,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.8,10.0,703.0,-1,,486.5
"Complaint Free Relationships: How to Positively Transform Your Personal, Work, and Love Relationships",Will Bowen,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.8,24.0,754.0,-1,,486.5
Love You Forever,Abbyshek Chandra,"Abby is 17 when he first falls in love. Shalini loves him too and wants to marry him. But after three years of their relationship, she dumps him brutally one day, leaving him with a torturous set of unanswered questions. Why did Shalini suddenly dump Abby? Does Abby still love her? ",4.8,181.0,668.0,-1,,486.5
Is Jesus Truly God?: How the Bible Teaches the Divinity of Christ,Gregory R. Lanier,"The question of Jesus' divinity has been at the epicenter of theological discussion since the early church. At the First Council of Nicaea in AD 325, the church fathers affirmed that Jesus is “true God from true God”. Today, beliefs such as this one are confessed through creeds in churches around the world, and yet there remains confusion as to who Jesus is.",5.0,1.0,585.0,-1,,486.5
Paper Princess,Erin Watt,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,1316.0,836.0,-1,,486.5
"The Untethered Soul Lecture Series Collection, Volumes 1-4",Michael A. Singer,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,1149.0,-1,,486.5
Banker to the Poor: Micro-Lending and the Battle Against World Poverty,Muhammad Yunus,"In Banker to the Poor, Yunus traces the journey that led him to rethink the economic relationship between rich and poor and recounts the challenges he faced in founding Grameen. He provides wise, hopeful guidance for anyone who would like to join him in the burgeoning world movement of micro-lending to eradicate world poverty.",4.6,148.0,585.0,2,Biographies of Business Leaders,431.0
The Overdue Life of Amy Byler,Kelly Harms,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,4146.0,837.0,-1,,486.5
My Stroke of Insight,Jill Bolte Taylor,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,2065.0,879.0,-1,,486.5
The Pilgrim's Progress,John Bunyan,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,1020.0,656.0,-1,,486.5
"Critical Thinking: How to Effectively Reason, Understand Irrationality, and Make Better Decisions",Stuart Vyse,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,515.0,-1,,486.5
Post Office: A Novel,Charles Bukowski,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,844.0,8895.0,-1,,486.5
Love Not the World: A Prophetic Call to Holy Living,Watchman Nee,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.8,94.0,516.0,-1,,486.5
Out of This World,Neville Goddard,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.8,64.0,82.0,-1,,486.5
HBR's 10 Must Reads on Innovation,Harvard Business Review,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.3,50.0,668.0,-1,,486.5
The End of the Affair,Graham Greene,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.1,312.0,569.0,-1,,486.5
The Founder's Mentality: How to Overcome the Predictable Crises of Growth,James Allen,"Why is profitable growth so hard to achieve and sustain? Most executives manage their companies as if the solution to that problem lies in the external environment - find an attractive market, formulate the right strategy, win new customers. But when Bain & Company's Chris Zook and James Allen (authors of the best-selling Profit from the Core) researched this question, they found that when companies fail to achieve their growth targets, 90 percent of the time the root causes are internal, not external - increasing distance from the front lines, loss of accountability, proliferating processes and bureaucracy, to name only a few. What's more, companies experience a set of predictable internal crises, at predictable stages, as they grow. Even for healthy companies, these crises, if not managed properly, stifle the ability to grow further - and can actively lead to decline. ",4.3,128.0,668.0,-1,,486.5
Popular: Why Being Liked Is the Secret to Greater Success and Happiness,Mitch Prinstein,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.1,6.0,752.0,-1,,486.5
Hell to Pay: The Unfolding Story of Hillary Rodham Clinton,Barbara Olson,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,109.0,836.0,-1,,486.5
The Arabian Nights (AmazonClassics Edition),Andrew Lang,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,863.0,234.0,-1,,486.5
"The 39 Clues: Unstoppable, Book 3: Countdown",Natalie Standiford, The 39 Clues is unstoppable! The best-selling series returns with an adventure spanning four explosive volumes and a website that places listeners right in the action. ,4.5,61.0,410.0,-1,,486.5
"Warlock: Ancient Egypt, Book 3",Wilbur Smith,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,651.0,1138.0,-1,,486.5
Hacking the Hacker: Learn From the Experts Who Take Down Hackers,Roger A. Grimes,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.1,45.0,586.0,-1,,486.5
Tantric Transformation (The Tantra Vision Vol. 2): When Love Meets Meditation,OSHO,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,35.0,351.0,-1,,486.5
ZeroZeroZero,Roberto Saviano,"La cocaina: la merce più usata, trafficata, desiderata del nostro tempo. Le infinite vie del narcotraffico, dal Messico alle spiagge di Miami, dalla Colombia alla Russia, dall'Africa alle strade di Milano, New York, Parigi.",4.1,361.0,497.0,-1,,486.5
Hold My Hand,Durjoy Datta,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,196.0,703.0,-1,,486.5
Making India Awesome: New Essays and Columns,Chetan Bhagat,Love your country? Want to make it truly great? Tired of loud debates and complex arguments which lead to no solutions?,4.0,1470.0,401.0,-1,,486.5
Meditation in a New York Minute: Super Calm for the Super Busy,Mark Thornton,"Executive meditation coach Mark Thornton writes about a revolution: finding your deepest heart in everyday moments. In Meditation in a New York Minute, Thornton demystifies meditation and makes it accessible to all. He presents his complete program for enjoying the many benefits of meditation: stress reduction, energy, intense mental clarity, in a New York minute. ""If your life is moving at warp speed,"" begins Thornton, ""more than ever, you need to create calm quickly and profoundly."" Meditation in a New York Minute will teach even the busiest readers:",4.3,19.0,468.0,-1,,486.5
Selection Day,Aravind Adiga,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",3.7,88.0,1328.0,-1,,486.5
The Art of Public Speaking: Lessons from the Greatest Speeches in History,John R. Hale,"Being a great public speaker can put you on the pathway to success, whether you're looking to teach, inform, persuade, or defend an idea. Yet many of us live in fear of public speaking. We experience stage fright or believe that speeches are best left to those with more intuitive talent. But nothing could be further from the truth. ",5.0,2.0,501.0,-1,,486.5
The Art of Public Speaking: Lessons from the Greatest Speeches in History,John R. Hale,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",5.0,2.0,501.0,-1,,486.5
Letters to Penthouse XXXXIV: Exposed: Unexpected Horny Hookups,Penthouse International,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.0,22.0,469.0,-1,,486.5
Parallel Lives of the Noble Greeks and Romans,Plutarch,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,268.5,1338.0,-1,,486.5
"The 39 Clues, Book 7: The Viper's Nest",Peter Lerangis,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,102.0,468.0,-1,,486.5
The Leopard,Giuseppe Tomasi di Lampedusa,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,584.0,469.0,-1,,486.5
Choosing to SEE: A Journey of Struggle and Hope,Connie Wetzel,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.7,398.0,586.0,-1,,486.5
"The Membership Economy: Find Your Super Users, Master the Forever Transaction, and Build Recurring Revenue",Robbie Kellman Baxter,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,152.0,668.0,-1,,486.5
Stealing Beauty: Publisher's Pack,Julia Sykes,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,117.0,1005.0,-1,,486.5
"The Sports Gene: Talent, Practice and the Truth About Success",David Epstein,"In this ground-breaking and entertaining exploration of athletic success, award-winning writer David Epstein gets to the heart of the great nature vs. nurture debate, and explodes myths about how and why humans excel. ",4.5,97.0,752.0,-1,,486.5
The Physics Book: Big Ideas Simply Explained,DK,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,132.0,888.0,-1,,486.5
Free to Focus: A Total Productivity System to Achieve More by Doing Less,Michael Hyatt,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,362.0,703.0,-1,,486.5
The Greatness Guide Book 2,Robin Sharma,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,32.0,351.0,-1,,486.5
Civilization: The West and the Rest,Niall Ferguson,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,85.0,820.0,-1,,486.5
Lorna Doone [Naxos],R. D. Blackmore,"The Doones are a clan of murdering thieves, and among their victims is John Ridd's father. The strong, noble Ridd determines to avenge his father's death; but his plans are complicated when he falls in love with one of the hated family - the beautiful Lorna. Lorna is promised against her will to another; and that other will not let her go lightly. ",4.3,117.0,937.0,-1,,486.5
"Lady Isabella's Scandalous Marriage: Highland Pleasures, Book 2",Jennifer Ashley,"Lady Isabella Scranton scandalized London by leaving her husband, notorious artist Lord Mac Mackenzie, after only three turbulent years of marriage. But Mac has a few tricks to get the Lady back in his life, and more importantly, back into his bed.",4.4,146.0,694.0,-1,,486.5
Happiness by Design: Finding Pleasure and Purpose in Everyday Life,Paul Dolan,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.2,200.0,930.0,-1,,486.5
The Amityville Horror,Jay Anson,"In December 1975, the Lutz family moved into their new home on suburban Long Island. George and Kathleen Lutz knew that, one year earlier, Ronald DeFeo had murdered his parents, brothers, and sisters in the house, but the property - complete with boathouse and swimming pool - and the price were too good to pass up.",4.6,371.0,585.0,2,Parapsychology,388.0
The Rise and Fall of the Dinosaurs: The Untold Story of a Lost World,Steve Brusatte,"Sixty-six million years ago the dinosaurs were wiped from the face of the earth. Today a new generation of dinosaur hunters, armed with cutting-edge technology, is piecing together the complete story of how the dinosaurs created a hugely successful empire that lasted for around 150 million years. ",4.7,968.0,323.0,1,Natural History,606.0
Eleventh Hour,S. Hussain Zaidi,"New Delhi, 2017. It is nine years since the 26/11 terror attacks in Mumbai, and the wounds have still not healed. Especially not for Superintendent of Police Vikrant Singh, who ends up landing a slap on the High Commissioner of Pakistan's face when he meets him at an event. ",4.0,90.0,668.0,2,"Crime, Thriller & Mystery (Books)",305.0
Goodbye Freddie Mercury,Nadia Akbar,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.1,6.0,879.0,-1,,486.5
Shadow of the Shark,Mary Pope Osborne,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.9,239.0,402.0,-1,,486.5
Mother Teresa,Louise Chipley Slavicek,"Mother Teresa is an informative introduction to the famous Catholic nun. Mother Teresa is one of the most admired Nobel laureates of all time. Born in Eastern Europe of Albanian parents, she became a Catholic missionary nun in India when she was still a teenager. After teaching in a convent school in Calcutta for nearly two decades, in 1946 she claimed that she heard God calling her to live and work among ""the poorest of the poor"" in that city's slums. ",4.5,268.5,536.0,-1,,486.5
Seven Years in Tibet,Heinrich Harrer,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,418.0,721.0,-1,,486.5
"5-Minute Selling: The Proven, Simple System That Can Double Your Sales...Even When You Don't Have Time",Alex Goldfayn,"5-Minute Selling presents a proven, simple process that can double your sales, even if you don't have time for an elaborate new sales system. When you spend your days scrambling to take orders and resolving customer issues, there is little time for new sales techniques. This book is for you. In 5-Minute Selling, Alex Goldfayn describes how thousands of his clients and workshop attendees have generated dramatic annual sales growth with short bursts of action throughout the day. With three-second efforts throughout the day, you can add 50 to 100 percent to your sales.",4.5,268.5,469.0,-1,,486.5
So Sad Today,Melissa Broder,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,261.0,398.0,-1,,486.5
Transcending the Levels of Consciousness: The Stairway to Enlightenment,David R. Hawkins MD PhD,The now widely known map of calibrated levels of consciousness was presented in Power vs. Force in 1995 and has been translated into all the world's major languages. ,4.7,317.0,469.0,2,"Mind, Body & Spirit",707.0
"London: The Biography, Street Life and the People",Peter Ackroyd,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,197.0,410.0,-1,,486.5
Ghost Stories of Shimla Hills,Minakshi Chaudhry,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",3.9,148.0,501.0,-1,,486.5
The Great Reversal: How America Gave Up on Free Markets,Thomas Philippon,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.7,85.0,1172.0,-1,,486.5
Pandora’s Box: A History of the First World War,Jorn Leonhard,"In this monumental history of the First World War, Germany's leading historian of the 20th century's first great catastrophe explains the war's origins, course, and consequences. With an unrivaled combination of depth and global reach, Pandora's Box reveals how profoundly the war shaped the world to come.",4.5,50.0,1338.0,-1,,486.5
What the Heck is EOS?: A Complete Guide for Employees in Companies Running on EOS,Gino Wickman,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,250.0,233.0,-1,,486.5
Simple Self-Discipline Box Set (6-Book Bundle),Martin Meadows,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,11.0,1003.0,-1,,486.5
The Silence of the Girls,Pat Barker,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,1097.0,888.0,-1,,486.5
"Go for No!: Yes Is the Destination, No Is How You Get There",Richard Fenton,"In a world inundated with sales books on getting to yes, this audiobook recommends just the opposite, focusing on how increasing your failure rate can greatly accelerate your movement toward ultimate success. ",4.7,1513.0,233.0,-1,,486.5
Everyday English for Beginners - 400 Actions & Activities: Beginner English #1,Innovative Language Learning LLC,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,268.5,117.0,-1,,486.5
Challenging Coaching: Going Beyond Traditional Coaching to Face the FACTS,John Blakey,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,40.0,703.0,-1,,486.5
The Brothers Karamazov (AmazonClassics Edition),Fyodor Dostoyevsky,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.4,418.0,1055.0,-1,,486.5
Crystal Muse: Everyday Rituals to Tune In to the Real You,Heather Askinosie,Crystal Muse explores how you can transform life’s challenges into opportunities for growth by being equipped with the right crystals and mind-set. Learn how you can connect with crystals and empower your life by using this guide to set such transformational intentions as:,4.8,762.0,750.0,-1,,486.5
Smile at Fear: Awakening the True Heart of Bravery,Chögyam Trungpa,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.4,107.0,100.0,-1,,486.5
Jupiter's Travels,Ted Simon,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,536.0,1172.0,-1,,486.5
The Night Diary,Veera Hiranandani,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.7,336.0,904.0,-1,,486.5
Your Body's Many Cries for Water,F. Batmanghelidj,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.6,254.0,703.0,-1,,486.5
"A Column of Fire: The Kingsbridge Novels, Book 3",Ken Follett,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.6,6602.0,323.0,-1,,486.5
Who Switched Off My Brain?: Controlling Toxic Thoughts and Emotions,Dr. Caroline Leaf,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,268.5,233.0,-1,,486.5
The Everyday Healthy Vegetarian: Delicious Meals From The Indian Kitchen,Nandita Iyer,"""With this book, Nandita serves up her repertoire through easy-to-follow and source recipes that will certainly add much-needed oomph to your tables and lifestyles."" (Chef Manu Chandra)",4.1,49.0,668.0,-1,,486.5
The Man Who Couldn't Stop,David Adam,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,158.0,713.0,-1,,486.5
Grow: How Ideals Power Growth and Profit at the World's Greatest Companies,Jim Stengel,Ten years of research uncover the secret source of growth and profit…. ,4.5,34.0,1005.0,3,Marketing (Audible Audiobooks & Originals),619.0
Grow: How Ideals Power Growth and Profit at the World's Greatest Companies,Jim Stengel,Ten years of research uncover the secret source of growth and profit…. ,4.5,34.0,1005.0,-1,,486.5
The Tea Planter's Wife,Dinah Jefferies,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.3,1741.0,820.0,-1,,486.5
Birth of Ganesha,Shobha Viswanath,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",5.0,1.0,75.0,-1,,486.5
More Myself: A Journey,Alicia Keys,"This audiobook is read by Alicia Keys, with special guest appearances by family and friends, including Oprah Winfrey, Jay-Z and Michelle Obama.",4.8,1094.0,323.0,-1,,486.5
"I Think, Therefore I Play",Andrea Pirlo,"Sorry, we just need to make sure you're not a robot. For best results, please make sure your browser is accepting cookies.",4.5,510.0,417.0,-1,,486.5
Mihir Desai: Audible Sessions: FREE Exclusive Interview,Holly Newson,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",3.0,3.0,0.0,-1,,486.5
The Antidote for Everything,Kimmery Martin,"In this whip-smart and timely novel from acclaimed author Kimmery Martin, two doctors travel a surprising path when they must choose between treating their patients and keeping their jobs.",4.5,46.0,1005.0,-1,,486.5
A Field Guide to Lies and Statistics: A Neuroscientist on How to Make Sense of a Complex World,Daniel Levitin,"Penguin presents the unabridged downloadable audiobook edition of A Field Guide to Lies by David Levitin, read by Dan Piraro. ",4.1,83.0,683.0,-1,,486.5
A Field Guide to Lies and Statistics: A Neuroscientist on How to Make Sense of a Complex World,Daniel Levitin,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.1,83.0,683.0,-1,,486.5
Sampoorna Yog Vidhya,Rajeev Jain,"

Oops!
It's rush hour and traffic is piling up on that page. Please try again in a short while.If you were trying to place an order, it will not have been processed at this time.

Go to the Amazon.in home page to continue shopping

",4.5,274.0,1003.0,-1,,486.5
